IPV4_SRC_ADDR,IPV4_DST_ADDR,L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,FLOW_DURATION_MILLISECONDS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,PREDICAO_CLASSE,GRAU_CONFIANCA,ROTA_SAIDA_EXIT
192.168.0.111,142.250.78.110,46585,443,17,188.124,6867,8316,10,12,239,0,0,0,239,208,64,64,1278,53,53,1278,"5222,1645","136,8180",0,0,0,0,228900,277200,7,2,2,1,10,0,0,0,0,0,0,0,0,1781376318836,1781376319075,0,115,26,36,0,170,18,48,1,0.5071653,-1
192.168.0.111,142.250.78.110,36777,443,17,188.124,5686,10620,9,12,231,0,0,0,231,190,64,64,1278,53,53,1278,"5112,574","2624,7996",0,0,0,0,196068,366206,5,3,1,1,11,0,0,0,0,0,0,0,0,1781376318849,1781376319081,0,110,28,35,0,148,17,42,0,0.7799742,-1
192.168.0.111,181.213.132.2,26222,53,17,5.0,73,98,1,1,16,0,0,0,0,0,0,0,98,73,73,98,73,98,0,0,0,0,34352,46117,2,0,0,0,0,0,0,0,0,0,65,0,0,1781376319065,1781376319082,0,0,0,0,0,0,0,0,1,0.85651696,2
192.168.0.111,181.213.132.2,58960,53,17,5.0,73,89,1,1,18,0,0,0,0,0,0,0,89,73,73,89,73,89,0,0,0,0,30736,37473,2,0,0,0,0,0,0,0,0,0,1,55,0,1781376319065,1781376319084,0,0,0,0,0,0,0,0,1,0.72819084,-1
192.168.0.111,142.250.78.110,60150,443,6,91.124,5504,8081,14,13,203,26,26,26,171,162,64,64,2852,52,52,2852,"1973,3531","112,7969",0,0,0,0,215843,316901,18,1,1,2,3,64240,65535,0,0,0,0,0,0,1781376318893,1781376319096,0,93,12,26,0,58,13,19,0,0.97424954,2
192.168.0.111,172.217.29.226,56972,443,17,188.0,4470,2692,5,4,44,0,0,0,3,3,64,64,1278,68,68,1278,4470,2692,0,0,0,0,794666,478577,3,0,0,1,5,0,0,0,0,0,0,0,0,1781376319085,1781376319130,0,2,0,0,0,2,1,0,1,0.99662316,2
192.168.0.111,142.251.156.119,42082,443,6,91.0,142137,1093467,306,553,3278,24,24,24,3278,3249,64,64,16852,52,52,16852,"639,1303,36285,82481,21429","2586,9550,704236,363654,13441",0,0,0,0,346781,2667806,325,20,25,34,327,321,1025,0,0,0,0,0,0,1781376315868,1781376319147,0,642,10,45,0,670,5,34,1,0.868797,1
192.168.0.111,216.239.38.223,39033,443,17,188.239,8414,22907,20,30,2047,0,0,0,2047,2002,64,64,1278,52,52,1278,"8050,242,122","14406,56,8445",0,0,0,0,32867,89480,20,3,4,3,20,0,0,0,0,0,0,0,0,1781376317101,1781376319148,0,1048,107,238,0,1061,68,206,1,0.59299356,-1
192.168.0.111,216.239.38.223,39033,443,17,188.0,118,52,2,1,55,0,0,0,0,0,64,64,59,52,52,59,118,52,0,0,0,0,16857,7428,3,0,0,0,0,0,0,0,0,0,0,0,0,1781376319148,1781376319204,0,0,0,0,0,0,0,0,1,0.5606682,-1
192.168.0.111,181.213.132.2,58568,53,17,5.0,57,114,1,1,23,0,0,0,0,0,0,0,114,57,57,114,57,114,0,0,0,0,19000,38000,2,0,0,0,0,0,0,0,0,0,65,0,0,1781376319219,1781376319243,0,0,0,0,0,0,0,0,1,0.8927988,2
192.168.0.111,181.213.132.2,59471,53,17,5.0,57,313,1,1,25,0,0,0,0,0,0,0,313,57,57,313,57,313,0,0,0,0,17538,96307,1,0,1,0,0,0,0,0,0,0,1,223,0,1781376319220,1781376319245,0,0,0,0,0,0,0,0,1,0.8382632,-1
192.168.0.111,181.213.132.2,16904,53,17,5.0,63,88,1,1,17,0,0,0,0,0,0,0,88,63,63,88,63,88,0,0,0,0,28000,39111,2,0,0,0,0,0,0,0,0,0,65,0,0,1781376319289,1781376319307,0,0,0,0,0,0,0,0,1,0.87841254,2
192.168.0.111,181.213.132.2,64069,53,17,5.0,63,79,1,1,23,0,0,0,0,0,0,0,79,63,63,79,63,79,0,0,0,0,21000,26333,2,0,0,0,0,0,0,0,0,0,1,300,0,1781376319289,1781376319312,0,0,0,0,0,0,0,0,1,0.6765711,-1
142.250.79.206,192.168.0.111,443,59478,17,188.0,6612,4412,15,11,157,0,0,0,157,106,55,55,1278,52,52,1278,6612,4412,0,0,0,0,334784,223392,12,3,2,4,5,0,0,0,0,0,0,0,0,1781376319179,1781376319337,0,70,11,21,28,44,10,16,0,0.7077041,-1
192.168.0.111,172.217.29.226,56972,443,17,188.0,4663,16587,13,19,184,0,0,0,184,166,64,64,1278,53,53,1278,4663,16587,0,0,0,0,201643,717275,11,3,2,2,14,0,0,0,0,0,0,0,0,1781376319159,1781376319343,0,115,15,31,0,138,9,31,0,0.9926958,2
192.168.0.111,142.251.156.119,42082,443,6,91.0,28154,32926,34,42,232,24,24,24,199,225,64,64,12652,52,52,12652,28154,32926,0,0,0,0,966660,1130506,38,5,5,5,18,321,873,0,0,0,0,0,0,1781376319148,1781376319380,0,68,5,14,0,41,5,11,1,0.9958429,2
192.168.0.111,181.213.132.2,56002,53,17,5.0,66,82,1,1,23,0,0,0,0,0,0,0,82,66,66,82,66,82,0,0,0,0,22000,27333,2,0,0,0,0,0,0,0,0,0,1,300,0,1781376319413,1781376319436,0,0,0,0,0,0,0,0,1,0.6898685,-1
192.168.0.111,181.213.132.2,3415,53,17,5.0,66,123,1,1,25,0,0,0,0,0,0,0,123,66,66,123,66,123,0,0,0,0,20307,37846,2,0,0,0,0,0,0,0,0,0,65,0,0,1781376319413,1781376319438,0,0,0,0,0,0,0,0,1,0.8866375,2
192.168.0.111,142.251.135.227,60928,443,17,188.126,4032,5180,6,5,130,0,0,0,130,50,64,64,1278,65,65,1278,4032,5180,0,0,0,0,246229,316335,4,0,0,0,7,0,0,0,0,0,0,0,0,1781376319313,1781376319444,17,44,25,15,0,49,12,21,1,0.5269565,-1
192.168.0.111,172.217.172.150,60830,443,6,91.124,3632,7558,13,12,179,26,26,26,153,150,64,64,2852,52,52,2852,3632,7558,0,0,0,0,161422,335911,16,2,2,2,1,64240,65535,0,0,0,0,0,0,1781376319295,1781376319475,0,87,12,24,0,55,13,19,0,0.95090425,2
192.168.0.111,172.217.172.150,55873,443,17,188.124,6964,13247,10,14,240,0,0,0,240,212,64,64,1278,54,54,1278,6964,13247,0,0,0,0,231170,439734,5,3,1,1,14,0,0,0,0,0,0,0,0,1781376319246,1781376319487,0,108,26,34,0,171,16,45,0,0.95570654,2
192.168.0.111,172.217.172.150,47631,443,17,188.124,5390,13778,15,20,251,0,0,0,232,218,64,64,1278,53,53,1278,5390,13778,0,0,0,0,171111,437396,12,9,0,2,12,0,0,0,0,0,0,0,0,1781376319248,1781376319500,0,77,16,21,0,119,11,27,0,0.91020703,2
142.250.78.110,192.168.0.111,443,60150,6,91.0,142112,1859,65,35,317,24,24,24,317,289,119,119,2852,52,52,2852,142112,1859,0,0,0,0,3575144,46767,36,2,1,2,17,1034,92,0,0,0,0,0,0,1781376319189,1781376319507,0,190,4,23,0,148,8,25,1,0.9966274,2
192.168.0.111,142.250.219.202,36627,443,17,188.239,3834,1346,3,2,76,0,0,0,76,5,64,64,1278,68,68,1278,3834,1346,0,0,0,0,398337,139844,1,0,0,0,4,0,0,0,0,0,0,0,0,1781376319440,1781376319517,76,76,38,38,5,5,5,0,1,0.84990764,-1
192.168.0.111,142.250.78.110,36777,443,17,188.0,14369,1856178,186,1465,326,0,0,0,326,288,64,64,1278,53,53,1278,14369,1856178,0,0,0,0,351535,45411082,185,0,4,28,1434,0,0,0,0,0,0,0,0,1781376319216,1781376319542,0,41,1,3,0,16,0,0,0,0.95413065,1
192.168.0.111,142.251.135.227,60928,443,17,188.0,1298,9236,14,13,63,0,0,0,63,40,64,64,1278,53,53,1278,1298,9236,0,0,0,0,162250,1154500,14,6,0,1,6,0,0,0,0,0,0,0,0,1781376319566,1781376319630,0,35,4,10,0,35,3,9,0,0.90476614,2
192.168.0.111,216.239.36.223,46326,443,6,91.0,52,52,1,1,35,16,16,16,0,0,0,0,52,52,52,52,52,52,0,0,0,0,11555,11555,2,0,0,0,0,67,1322,0,0,0,0,0,0,1781376320055,1781376320091,0,0,0,0,0,0,0,0,0,0.9798116,2
192.168.0.111,181.213.132.2,11473,53,17,5.0,73,98,1,1,33,0,0,0,0,0,0,0,98,73,73,98,73,98,0,0,0,0,17176,23058,2,0,0,0,0,0,0,0,0,0,65,0,0,1781376320248,1781376320281,0,0,0,0,0,0,0,0,1,0.8909045,2
192.168.0.111,181.213.132.2,60790,53,17,5.0,73,89,1,1,39,0,0,0,0,0,0,0,89,73,73,89,73,89,0,0,0,0,14600,17800,2,0,0,0,0,0,0,0,0,0,1,300,0,1781376320248,1781376320287,0,0,0,0,0,0,0,0,1,0.6822722,-1
192.168.0.111,172.217.30.34,51848,443,6,91.126,3685,8082,14,16,230,26,26,26,197,203,64,64,2852,52,52,2852,3685,8082,0,0,0,0,127619,279896,22,1,1,1,3,64240,65535,0,0,0,0,0,0,1781376320347,1781376320578,0,83,14,25,0,50,13,16,0,0.88508797,2
192.168.0.111,181.213.132.2,41534,53,17,5.0,60,85,1,1,23,0,0,0,0,0,0,0,85,60,60,85,60,85,0,0,0,0,20000,28333,2,0,0,0,0,0,0,0,0,0,65,0,0,1781376320652,1781376320676,0,0,0,0,0,0,0,0,1,0.8958196,2
192.168.0.111,181.213.132.2,27287,53,17,5.0,60,188,1,1,30,0,0,0,0,0,0,0,188,60,60,188,60,188,0,0,0,0,15483,48516,1,1,0,0,0,0,0,0,0,0,1,300,0,1781376320652,1781376320682,0,0,0,0,0,0,0,0,1,0.78143936,-1
192.168.0.111,181.213.132.2,28422,53,17,5.0,77,134,1,1,21,0,0,0,0,0,0,0,134,77,77,134,77,134,0,0,0,0,28000,48727,1,1,0,0,0,0,0,0,0,0,65,0,0,1781376320820,1781376320841,0,0,0,0,0,0,0,0,1,0.92434263,2
192.168.0.111,181.213.132.2,59280,53,17,5.0,77,141,1,1,20,0,0,0,0,0,0,0,141,77,77,141,77,141,0,0,0,0,29333,53714,1,1,0,0,0,0,0,0,0,0,1,300,0,1781376320820,1781376320841,0,0,0,0,0,0,0,0,1,0.78141683,-1
192.168.0.111,142.250.219.202,36627,443,17,188.0,4649,15023,17,20,1263,0,0,0,1263,1191,64,64,1278,51,51,1278,"3158,1491","11559,3464",0,0,0,0,29424,95082,17,5,0,3,12,0,0,0,0,0,0,0,0,1781376319653,1781376320917,0,1042,78,249,0,1075,62,238,1,0.64009017,-1
192.168.0.111,142.251.156.119,39354,443,6,91.126,3813,32294,16,23,226,26,26,26,193,199,64,64,2852,52,52,2852,3813,32294,0,0,0,0,134378,1138114,20,1,2,2,5,64240,65535,0,0,0,0,0,0,1781376320748,1781376320975,0,90,12,23,0,57,8,15,0,0.94943666,2
192.168.0.111,181.213.132.2,21780,53,17,5.0,57,72,1,1,19,0,0,0,0,0,0,0,72,57,57,72,57,72,0,0,0,0,22800,28800,2,0,0,0,0,0,0,0,0,0,65,0,0,1781376321021,1781376321040,0,0,0,0,0,0,0,0,1,0.8940518,2
192.168.0.111,181.213.132.2,11892,53,17,5.0,57,73,1,1,20,0,0,0,0,0,0,0,73,57,57,73,57,73,0,0,0,0,21714,27809,2,0,0,0,0,0,0,0,0,0,1,300,0,1781376321021,1781376321041,0,0,0,0,0,0,0,0,1,0.66006637,-1
192.168.0.111,172.217.172.142,51376,443,6,91.124,3939,10945,18,17,283,26,26,26,253,248,64,64,2852,52,52,2852,3939,10945,0,0,0,0,110957,308309,25,1,1,3,3,64240,65535,0,0,0,0,0,0,1781376321042,1781376321325,0,107,14,27,0,59,15,21,0,0.8061162,-1
192.168.0.111,216.239.34.223,41816,443,6,91.239,3213,8101,13,16,452,26,26,26,418,410,64,64,2852,52,52,2852,"1957,1256","164,7937",0,0,0,0,56741,143064,20,2,2,1,2,64240,65535,0,0,0,0,0,0,1781376320907,1781376321359,0,241,34,68,0,183,27,46,1,0.9957022,2
192.168.0.111,216.239.36.223,33508,443,6,91.0,52,52,1,1,30,16,16,16,0,0,0,0,52,52,52,52,52,52,0,0,0,0,13419,13419,2,0,0,0,0,67,1034,0,0,0,0,0,0,1781376322615,1781376322646,0,0,0,0,0,0,0,0,0,0.97995204,2
192.168.0.111,216.239.34.223,38628,443,17,188.239,7858,12302,14,18,1824,0,0,0,1774,1795,64,64,1278,52,52,1278,"5112,2037,709","2624,9149,529",0,0,0,0,34446,53926,11,5,1,2,13,0,0,0,0,0,0,0,0,1781376320842,1781376322666,0,1200,136,313,0,1236,105,292,1,0.56355554,-1
192.168.0.111,181.213.132.2,47738,53,17,5.0,71,128,1,1,18,0,0,0,0,0,0,0,128,71,71,128,71,128,0,0,0,0,29894,53894,2,0,0,0,0,0,0,0,0,0,65,0,0,1781376323019,1781376323038,0,0,0,0,0,0,0,0,1,0.8636122,2
192.168.0.111,181.213.132.2,55309,53,17,5.0,71,327,1,1,26,0,0,0,0,0,0,0,327,71,71,327,71,327,0,0,0,0,21037,96888,1,0,1,0,0,0,0,0,0,0,1,300,0,1781376323019,1781376323045,0,0,0,0,0,0,0,0,1,0.84001607,-1
192.168.0.111,172.217.30.34,41234,443,17,188.126,8966,13255,19,22,2890,0,0,0,2890,2832,64,64,1278,50,50,1278,"8295,,,671","12559,,,696",0,0,0,0,24810,36679,17,6,1,3,14,0,0,0,0,0,0,0,0,1781376320288,1781376323179,0,2265,160,511,0,2287,134,483,0,0.9353861,2
192.168.0.111,142.250.219.193,49602,443,6,91.0,100,60,2,1,35,22,6,18,35,0,64,64,60,40,40,60,100,60,0,0,0,0,22222,13333,3,0,0,0,0,64240,65535,0,0,0,0,0,0,1781376323172,1781376323207,35,35,35,0,0,0,0,0,0,0.9681492,2
192.168.0.111,181.213.132.2,63644,53,17,5.0,63,88,1,1,16,0,0,0,0,0,0,0,88,63,63,88,63,88,0,0,0,0,29647,41411,2,0,0,0,0,0,0,0,0,0,65,0,0,1781376323222,1781376323238,0,0,0,0,0,0,0,0,1,0.87515485,2
192.168.0.111,181.213.132.2,57765,53,17,5.0,63,79,1,1,17,0,0,0,0,0,0,0,79,63,63,79,63,79,0,0,0,0,28000,35111,2,0,0,0,0,0,0,0,0,0,1,151,0,1781376323222,1781376323239,0,0,0,0,0,0,0,0,1,0.6997495,-1
192.168.0.111,172.217.29.195,33524,443,6,91.126,2173,5720,7,6,145,26,26,26,117,112,64,64,2852,52,52,2852,2173,5720,0,0,0,0,119068,313424,9,0,1,0,1,64240,65535,0,0,0,0,0,0,1781376323340,1781376323486,0,84,19,31,0,45,22,19,0,0.75178856,-1
192.168.0.111,181.213.132.2,30197,53,17,5.0,59,315,1,1,19,0,0,0,0,0,0,0,315,59,59,315,59,315,0,0,0,0,23600,126000,1,0,1,0,0,0,0,0,0,0,1,10,0,1781376323694,1781376323714,0,0,0,0,0,0,0,0,1,0.83673763,-1
192.168.0.111,181.213.132.2,26063,53,17,5.0,59,116,1,1,19,0,0,0,0,0,0,0,116,59,59,116,59,116,0,0,0,0,23600,46400,2,0,0,0,0,0,0,0,0,0,65,0,0,1781376323694,1781376323714,0,0,0,0,0,0,0,0,1,0.88562393,2
192.168.0.111,172.217.29.195,57162,443,17,188.126,7349,11328,16,18,584,0,0,0,528,556,64,64,1278,50,50,1278,7349,11328,0,0,0,0,100499,154912,17,1,3,0,13,0,0,0,0,0,0,0,0,1781376323240,1781376323825,0,147,34,44,0,169,32,48,1,0.99316543,2
192.168.0.111,172.217.30.129,52644,443,6,91.124,5133,19617,21,24,185,26,26,26,154,157,64,64,2852,52,52,2852,5133,19617,0,0,0,0,220774,843741,29,2,2,3,4,64240,65535,0,0,0,0,0,0,1781376323781,1781376323967,0,85,7,19,0,50,6,13,0,0.9884498,2
192.168.0.111,172.217.30.129,41218,443,17,188.124,6969,12500,10,13,278,0,0,0,278,244,64,64,1278,53,53,1278,6969,12500,0,0,0,0,199827,358422,5,3,0,1,14,0,0,0,0,0,0,0,0,1781376323715,1781376323993,0,129,30,41,0,202,20,55,0,0.71559477,-1
192.168.0.111,142.250.219.193,41486,443,17,188.126,5397,14316,15,20,296,0,0,0,296,259,64,64,1278,53,53,1278,5397,14316,0,0,0,0,145373,385616,12,9,0,1,13,0,0,0,0,0,0,0,0,1781376323697,1781376323994,0,123,20,33,0,176,13,40,0,0.9106579,2
192.168.0.111,142.250.219.193,49590,443,6,91.126,6847,200778,66,80,1005,26,26,26,969,967,64,64,4252,52,52,4252,"6600,247","197622,3156",0,0,0,0,54449,1596644,71,3,2,0,11,64240,65535,0,0,0,0,0,0,1781376323046,1781376324051,0,340,14,57,0,416,12,56,1,0.65805227,-1
172.217.172.170,192.168.0.111,443,60931,17,188.0,303,61,1,1,7,0,0,0,0,0,0,0,303,61,61,303,303,61,0,0,0,0,303000,61000,1,0,1,0,0,0,0,0,0,0,0,0,0,1781376324122,1781376324130,0,0,0,0,0,0,0,0,1,0.693843,-1
192.168.0.111,181.213.132.2,41563,53,17,5.0,66,110,1,1,22,0,0,0,0,0,0,0,110,66,66,110,66,110,0,0,0,0,22956,38260,2,0,0,0,0,0,0,0,0,0,1,269,0,1781376324384,1781376324407,0,0,0,0,0,0,0,0,1,0.7416042,-1
192.168.0.111,181.213.132.2,28612,53,17,5.0,66,144,1,1,26,0,0,0,0,0,0,0,144,66,66,144,66,144,0,0,0,0,19555,42666,1,1,0,0,0,0,0,0,0,0,65,0,0,1781376324384,1781376324410,0,0,0,0,0,0,0,0,1,0.9423364,2
192.168.0.111,181.213.132.2,18186,53,17,5.0,68,128,1,1,15,0,0,0,0,0,0,0,128,68,68,128,68,128,0,0,0,0,34000,64000,2,0,0,0,0,0,0,0,0,0,65,0,0,1781376324468,1781376324483,0,0,0,0,0,0,0,0,1,0.853859,2
192.168.0.111,181.213.132.2,22864,53,17,5.0,68,84,1,1,23,0,0,0,0,0,0,0,84,68,68,84,68,84,0,0,0,0,22666,28000,2,0,0,0,0,0,0,0,0,0,1,201,0,1781376324468,1781376324492,0,0,0,0,0,0,0,0,1,0.698218,-1
192.168.0.111,142.251.156.119,57444,443,17,188.126,10443,15404,25,26,3930,0,0,0,3875,3900,64,64,1278,49,49,1278,"8335,,,1822,286","13573,52,,1445,334",0,0,0,0,21252,31348,27,3,2,2,17,0,0,0,0,0,0,0,0,1781376320683,1781376324614,0,2132,161,439,0,2158,155,439,0,0.70375556,-1
192.168.0.1,224.0.0.1,0,0,2,82.0,36,0,1,0,0,0,0,0,0,0,0,0,36,36,0,36,36,",",0,0,0,0,288000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1781376324619,1781376324619,0,0,0,0,0,0,0,0,0,0.9787835,2
192.168.0.111,172.217.29.38,53314,443,6,91.126,3739,7481,14,13,191,26,26,26,153,157,64,64,2852,52,52,2852,3739,7481,0,0,0,0,155791,311708,19,2,1,1,2,64240,65535,0,0,0,0,0,0,1781376324555,1781376324746,0,87,11,24,0,55,13,17,0,0.934399,2
192.168.0.111,172.217.29.38,34222,443,17,188.126,7152,12886,11,15,319,0,0,0,319,285,64,64,1278,54,54,1278,7152,12886,0,0,0,0,178800,322150,7,4,0,1,14,0,0,0,0,0,0,0,0,1781376324493,1781376324812,0,124,31,43,0,243,20,62,1,0.7760887,-1
192.168.0.111,172.217.29.46,59178,443,6,91.124,6505,11098,21,20,347,26,26,26,318,311,64,64,2852,52,52,2852,6505,11098,0,0,0,0,149540,255126,27,2,2,4,4,64240,65535,0,0,0,0,0,0,1781376324488,1781376324836,0,109,15,30,0,123,16,29,0,0.9326767,2
192.168.0.111,181.213.132.2,52613,53,17,5.0,79,143,1,1,15,0,0,0,0,0,0,0,143,79,79,143,79,143,0,0,0,0,39500,71500,1,1,0,0,0,0,0,0,0,0,1,300,0,1781376324950,1781376324966,0,0,0,0,0,0,0,0,1,0.77084917,-1
192.168.0.111,181.213.132.2,57410,53,17,5.0,65,129,1,1,16,0,0,0,0,0,0,0,129,65,65,129,65,129,0,0,0,0,30588,60705,1,1,0,0,0,0,0,0,0,0,1,212,0,1781376324957,1781376324973,0,0,0,0,0,0,0,0,1,0.76960325,-1
192.168.0.111,181.213.132.2,52613,53,17,5.0,79,191,1,1,22,0,0,0,0,0,0,0,191,79,79,191,79,191,0,0,0,0,27478,66434,1,1,0,0,0,0,0,0,0,0,28,300,0,1781376324950,1781376324973,0,0,0,0,0,0,0,0,1,0.747474,-1
192.168.0.111,181.213.132.2,57410,53,17,5.0,65,177,1,1,21,0,0,0,0,0,0,0,177,65,65,177,65,177,0,0,0,0,23636,64363,1,1,0,0,0,0,0,0,0,0,28,203,0,1781376324957,1781376324979,0,0,0,0,0,0,0,0,1,0.7809563,-1
192.168.0.111,172.217.29.46,36288,443,17,188.124,8654,14311,19,24,1187,0,0,0,1143,1125,64,64,1278,52,52,1278,"4913,3741","12177,2134",0,0,0,0,58276,96370,17,8,2,2,14,0,0,0,0,0,0,0,0,1781376324411,1781376325599,0,681,63,154,0,695,48,142,0,0.6656264,-1
192.168.0.111,192.168.0.6,50240,2869,6,7.0,552,1510,5,3,49,26,26,26,49,30,64,64,1109,52,52,1109,552,1510,0,0,0,0,88320,241600,5,0,2,0,1,64240,65535,0,0,0,0,0,0,1781376325573,1781376325623,0,30,12,12,0,30,15,15,0,0.9423313,2
192.168.0.111,181.213.132.2,33830,53,17,5.0,64,320,1,1,22,0,0,0,0,0,0,0,320,64,64,320,64,320,0,0,0,0,22260,111304,1,0,1,0,0,0,0,0,0,0,1,300,0,1781376325658,1781376325680,0,0,0,0,0,0,0,0,1,0.83863354,-1
192.168.0.111,181.213.132.2,33830,53,17,5.0,64,176,1,1,22,0,0,0,0,0,0,0,176,64,64,176,64,176,0,0,0,0,22260,61217,1,1,0,0,0,0,0,0,0,0,28,207,0,1781376325658,1781376325680,0,0,0,0,0,0,0,0,1,0.7880349,-1
192.168.0.111,181.213.132.2,38154,53,17,5.0,79,143,1,1,23,0,0,0,0,0,0,0,143,79,79,143,79,143,0,0,0,0,26333,47666,1,1,0,0,0,0,0,0,0,0,1,300,0,1781376325659,1781376325682,0,0,0,0,0,0,0,0,1,0.7803381,-1
192.168.0.111,181.213.132.2,38154,53,17,5.0,79,191,1,1,23,0,0,0,0,0,0,0,191,79,79,191,79,191,0,0,0,0,26333,63666,1,1,0,0,0,0,0,0,0,0,28,300,0,1781376325659,1781376325682,0,0,0,0,0,0,0,0,1,0.75630593,-1
192.168.0.111,181.213.132.2,46981,53,17,5.0,75,187,1,1,24,0,0,0,0,0,0,0,187,75,75,187,75,187,0,0,0,0,24000,59840,1,1,0,0,0,0,0,0,0,0,28,207,0,1781376325660,1781376325684,0,0,0,0,0,0,0,0,1,0.77648556,-1
192.168.0.111,181.213.132.2,43063,53,17,5.0,75,331,1,1,27,0,0,0,0,0,0,0,331,75,75,331,75,331,0,0,0,0,21428,94571,1,0,1,0,0,0,0,0,0,0,1,300,0,1781376325660,1781376325688,0,0,0,0,0,0,0,0,1,0.84047633,-1
192.168.0.111,192.168.0.6,57664,10247,6,7.0,520,508,4,2,69,26,26,26,69,50,64,64,448,52,52,448,520,508,0,0,0,0,59428,58057,4,0,2,0,0,64240,65535,0,0,0,0,0,0,1781376325632,1781376325701,0,50,22,20,50,50,50,0,0,0.7656726,-1
